work_id,book_id_list_en,title,publication_year,language_codes_en,num_pages_median,description,popular_shelves,genres,author_id,author_name,author_average_rating,author_ratings_count,series_id,series_title,series_works_count,ratings_count_sum,text_reviews_count_sum,average_rating_weighted_mean
42789573,['23825461'],Extraction,2014,['en-US'],,"Routine training for the Mad Dogs turns out to be anything but routine for Brian Hay. Finally bonded to the rest of the pack, there is only one last step to make him an official Mad Dog: meet the Council representatives.
What should have been standard operating procedure between the Mad Dogs and the Council turns into a mission like none other they had been sent on before... to save Markus and Brian.
Author Note: This book contains adult m/m sexual situations and is intended for readers of legal age in the country in which they reside.","01-utc-aug,1-audible-mmm,2016-botb,2016-mm-countdown,2016-mm-out-of-this-world,2017-ultimate-challenge,4-stars,5-ebook-kindle,all-favorites,allromance,alpha,audio-book,audio-mm,cothern-brenda,currently-reading,deuxième-famille,downloaded,ebooks,erotic,erotica,erotica-bdsm-m-m,fantastic,fav-mm-gangster-crime-cop-military,fav-mm-shifter-paranormal,favorites,favorites-keepers,gay-military,gay-shifters,glbt,have,hot,in-dropbox,ipad,kindle,library,m-m,m-m-books-i-own,m-m-contemporary,m-m-dystopia,m-m-military,m-m-paranormal,m-m-read,m-m-romance,m-m-shape-shifter,m-m-shifters,m-m-to-be-read,major-angst,mated,men-in-uniforms,men-read,military,military-cops,military-detectiv-uniform,military-military-men,military-spies-agents-cops,military-spy,mm,mm-gfy,mm-mil-sec,mm-military,mm-romance,mm2g,multiple-partners,next-in-a-series,not-interested,organized-crime,own-kindle,own-them,paranormal,paranormal-magic-shifter,paranormal-romance,polyamory,pub-2014,purchased,read-2016,reading-challenge-2016,romance,self-published,series,series-ko-challenge-2016,series-to-finish,shapeshifter,shifter,shifter-slash,shifters,soldiers,special-forces,supernatural,tbr,tbr-mm-own,to-read,uf-pnr,urban-fantasy,vampire,war,warrior,yaoi-military,z-collection-shifters-series,z-pub-sep,z-purchased-all-romance-ebooks","fantasy, paranormal,mystery, thriller, crime,romance",4847560,Brenda Cothern,3.83,4352,686044.0,Mad Dogs,10.0,63,3,3.92
43411790,['23797574'],Fire Light Fire Bright,2014,['eng'],,"-a Firehawks romance short story-
Candace Cantrell fights forest fires as a lead member of a hotshot crew. When she lands the opportunity to build a brand new crew of her own, she ends up with more than she bargained for.
Former Navy SEAL Luke Rawlings struggles with a past he can't leave behind. A past that blinds him to the future, until the moment he tries out for a new hotshot crew.
Most people wish upon a star. Hotshot crews do it differently:
Fire Light Fire Bright","2015-reading-challenge,__itunes-download__,_buchman-ml_,alpha-bad-boy,archived-kindle,buchman-firehawks,char-fireman,char-military-spies,contemporary,contemporary-romance,currently-reading,e-book,ebook,ex-military-soldier-marine-navyseal,firefighter-paramedic-or-emt,firefighters,firehawks-series_buchman,fireman-women,firemen-cops-paramedic,genre-contemporary-romance,genre-novella-or-short-story,het,in-library,kindle,kindle-library,m-l-buchman,military,my-library,my-owned-books,need2get,pc-library,prequel-sequel-series,reading-through-the-series,romance,romantic-suspense,search-rescue-heroes,sexy-serviceman,short-stories,tbr-incomplete,the-latest,to-read,wl-m",romance,5763329,M.L. Buchman,4.08,11989,731344.0,Firehawks,19.0,59,4,3.66
40142305,['23731553'],Zen,2014,['eng'],150.0,"Warning: For Mature Adult Audiences. Contains language and actions some may deem offensive. Sexually explicit content. MF
In book six of the Galactic Cage Fighters: Zen the Sin is the hottest male in the Galaxy according to the Galactic Times and every woman who attends a GCFA fight. Being charming comes naturally to Zen, giving him the ability to play the part of the Galactic Cage fighter playboy--well. He poses with fans, signs autographs, and is a pro at doing commercials. No one sells sex better than Zen the Sin. So when the Galactic Times sends a female to do a two week long expose; it should have been just another day in the life of Zen the Sin. Problem is, she doesn't seem to fall for his usual playboy routine nor does she seem swayed by his good looks.
Shawna Baker jumps at the opportunity by the magazine she works for and agrees to do an in-depth interview with the fighter known as Zen the Sin. She has been waiting for this day to come for years, a chance to travel on the Galactic Cage Fighters ship and get to learn about a man from her past. The only drawback is having to deal with a well-known womanizer but decides that if he gives her a hard time then she would dig up dirt on him, there should be plenty. What she doesn't count on, is Zen isn't all he seems to be--he has many layers, discovering the easy going man is much more complicated. Against her will she becomes instantly intrigued by him, leaving her craving to peel back each layer to find the real man underneath. Not everyone is happy with Shawna's presence on board the GCFA ship, including a mother who is furious with her for taking the job and does not want her to have anything to do with the halfsies, especially Zen.
Things soon become complicated and dangerous when her presence provokes one of Zen's fans--one who has begun to stalk him. Will Shawna get past her preconceptions and her mother's hatred of all halfsies? Will Zen open up, allowing someone to get close to him? Can they overcome the hate and fear before it tears them apart? Or will Zen's easy nature be his downfall when the stalker turns deadly?","1,2014-botb,3-paranormal-series,4-star-regular,6th-in-series,abduction-captive,action,action-adventure,adult-stuff,alien,alien-aliens,aliens-space,alpha-male,amazing-crazy-supporting-friends,awesome-kickass-heroine,books,cheesey-but-entertaining,currently-reading,dropbox-finished,ebook,erotic-romance,fantasy,favorite-books,favorite-paranormal-books,fight,fighter-boxer-wrestler,fun-easy-read,future,futuristic,have,have-it,hero-hardcore-alpha-possessive,heroine-turns-down-hero,hot-aliens,hot-males,intergalactic-sci-fi,kindle-loan,kindle-read,lite-read,lovely-snoopy-crazy-family,m-f,man-whore,mystery,non-nook-books,out-of-this-world,outer-space-romance,pages-100-150,paranormal,paranormal-fantasy-sci-fi,paranormal-romance,paranormal-series,possessive-men,psycho-bitch,psycho-stalker,read-alpha-males,read-me,read-mma,read-syfy,reformed-rake,romance,romance-erotic-scifi,sad-haunted-tortured-past,scarred-hero-heroine,sci-fi,sci-fi-alien-worlds,sci-fi-romance,science-fiction,science-fiction-romance,scifi-futuristic,scifiromance,search-the-net,sex,sex-time,shorter-less-than-200,si-fi,si-fi-romance,snarky,sports,strong-female-mc,sub-genre-edit,supernatural,t-aliens-or-other-planets,to-read,to-read-sci-fi,untranslated-yet,warriors,wish-list","fantasy, paranormal,fiction,mystery, thriller, crime,romance",6449643,K.D. Jones,3.95,7381,634369.0,Galactic Cage Fighters,17.0,34,2,3.94
43132003,['23529358'],How to Marry a Beast,2014,['eng'],,"A penniless widow trying to survive.
A dissolute nobleman scarred in service to his country.
When Freya Carr returns to England after her husband's death, she is forced to find a way to support herself. She decides to answer an advertisement for a gentleman seeking a wife. A visit to the marriage broker sends her to a remote estate in Cornwall. Treloar House is crumbling into ruin, its master disfigured and bitter.
But there is something about Lord Treloar that touches Freya's heart, while his hard hand on her bottom kindles forbidden appetites.
Will Lord Treloar offer her the sanctuary she craves?
And can Freya ever learn to love a beast?","bdsm,countdown-challenge,currently-reading,d-s-lifestyle,dark,dd,domestic-discipline,drama,erotic-romance,historical,historical-romance,kindle,lendable,military-romance,mystery,mystery-intrigue,regency,regency-erotic,reviewed,romance,series-books,spanking,spanking-dd,suspense,to-read,weddings","history, historical fiction, biography,mystery, thriller, crime,romance",8108793,Viola Morne,3.94,368,964475.0,The Marriage Broker,3.0,26,8,3.92
46081000,"['26130901', '27192613']",If I Didn't Know Better,2015,"['en-US', 'eng']",323.0,"The New York Times bestselling family series The Callaways continues with the first book in the Callaway Cousins Series, IF I DIDN'T KNOW BETTER, another heartwarming and page-turning romance by #1 NYT Bestselling Author Barbara Freethy.
Mia Callaway thought she had the perfect guy and the perfect job...until she didn't. After a run of bad luck, Mia is looking for an escape, so she agrees to go to Angel's Bay to clean out her aunt's house. She has no idea that the wounded soldier next door and his adorable, but also wounded, daughter are about to change her definition of perfect. Add in stolen art, a family secret, and a town where miracles can happen, and Mia's escape turns out to be the greatest adventure of her life.","0-contemporary,1-romance,1-series-book,2016-actual,alpha-bad-boy,as-soon-as-possible,audio,audiobook,b-author,barbara-freethy,book,books-marvin,calibre,california,callaways,chick-lit,collections,comptr-nook,contemporary,contemporary-romance,currently-reading,cute-stories,did-not-like-sample,digital-book-i-own,digital-library,dnf,done,e-library-ebook,easy-access-to-read,ebook,f-author,family,favorites,fiction,freethy-barbara,freethy-barbara-calloways,freethy-s-the-calloways,future-reading,have-need-to-read,hc-library,i-own,i-title,import-sort,interested,kiindle-books,kindle,kindle-ebooks,library,library-book,library-books,maybe-read,military-or-ex-military,mixed-boxed-sets,modern-romance,my-ibooks,my-kindle-books,need-to-own,need-to-purchase,not-read,own-but-have-not-read-free-books,own-to-read,owned,owned-books,pages-300-350,paperback,pick-for-me,police-security-military,purple,r-her-blonde,read-2017,read-in-2016,read-in-2017,read-me,read2016,reconsider-in-future,romance,romance-to-read,romance2015,romantic-suspense,saved-for-later,series,series-9th,signed-copy,single-parents,small-town-romance,src-lib,suspense,the-callaway-series,this-months-tbr,to-buy,to-read,to-read-accessible,to-read-bought,to-read-contemp-oldie-chick-lit,to-read-series,want-to-listen,wish-list,wishlist-both,y-08august,y-b03march","fiction,romance",136075,Barbara Freethy,3.94,87841,820146.0,The Callaways,15.0,953,78,4.16
44411548,"['25219327', '31867622']",Healed by Love: Nate Braden,2015,['eng'],,"HEALED BY LOVE is a USA TODAY BESTSELLER
In HEALED BY LOVE...
Nate Braden has loved his best friend's younger sister Jewel for as long as he can remember, but between their age difference and his respect for Rick, he's always kept his feelings at bay. Now he's back in Peaceful Harbor, and Jewel is no longer sixteen years old--but there's an even bigger obstacle standing in his way. Nate and Rick joined the military together eight years earlier. Nate came home a hero, but Rick didn't make it out alive.
.
All Braden novels may be enjoyed as stand-alone books or enjoyed as part of the series.
THE BRADENS (Peaceful Harbor, MD)
Healed by Love (Nate)
Surrender My Love (Cole)
River of Love (Sam)
Crushing on Love (Shannon)
Whisper of Love (Tempest)
Thrill of Love (Ty)","1-format,1-multiple-series,1st-in-series,200-299-pgs,2017-books-read,2017-read,2017-reads,2017-rrrc,3se,_e-books-kindle,_part-of-series,arc,blog-tour-books,bookbub-free-books,bookbub-freebie,books-i-own,books-i-own-electronically,bought,chick-lit,contemp-romance,contemporary,contemporary-romance,currently-reading,drama,e-book,ebook,ebook-i-own,ebook-unread,ebooks,family-romance,favorite-authors,favorites,fiction,foster-melissa,free,free-amazon,free-books,free-ebooks,freebie,freebies,freebies-amazon,giveaways,i-have-need-to-read,ibooks,incomplete-collection,june-2015,keepers,kim-owned-kindle,kindle,kindle-books,kindle-books-owned,kindle-freebie,kindle-owned,ll-dosen-t,m-f,melissa-foster,melissa_foster,might-want-to-read,military,my-books-k,my-ebooks,my-kindle-books,on-kindle,own-as-kindle,own-ebook,own-kindle-to-read,own-on-kindle,owned,owned-books,owned-ebooks,owned-kindle,owned-on-kindle,owned-to-read,pages-201-300,play-books,purchased-but-not-read,purchased-to-read,queue,read-2015,read-2018,reviewed,romance,romance-carnal,serie-volledig,series,series-complete,small-town,stand-alone,tbr-one-of-these-days,to-read,to-read-have,to-read-maybe-later,to-read-owned,upload-from-amazon,virgin-heroine,want-to-read-kindle,wish-list,written-by-a-woman,z-own-amazon,zt","fiction,romance",3023973,Melissa Foster,4.16,84177,883853.0,"The Bradens at Peaceful Harbor, MD",6.0,612,46,4.22
44600586,"['24942720', '25451003', '33125454', '31424244']",Touched,2015,['eng'],515.0,"Touched, the sequel to the debut novel Untouched, continues with the emotionally provocative journey of Aria Cason and Aiden Wyatt. Aria had meticulously constructed her world- both in the boardroom and in the bedroom. Her life was exactly as she wanted it and everything made sense...before Aiden. After Aiden, was an entirely different story. Aiden's disarming and unrelenting allure eventually stripped Aria of her protective shield allowing Aiden emotional and sexual access that she'd considered forbidden to any man. Aiden forced emotions to the surface that Aria had rebuked since childhood, touching a part of her that she found disturbingly unfamiliar. She now finds herself in a unique position as she shuffles to regain her balance and reassemble the pieces that Aiden left in his wake. But how will she suppress what Aiden somehow managed to awaken?
Led by career aspirations, Aria reluctantly maneuvers within Aiden's orbit and their forced pairing eventually hits several hurdles. Is Aria strong enough to fight her instincts and remain in Aiden's world? Will her initial reservations resurface, confirming her convictions that love can only result in tragedy? Or will Aiden ultimately convince Aria that love isn't the disaster she always thought? Regardless of the option Aria chooses, Aiden's past and other secrets will unfold, forcing Aria down a path she never saw coming.","01-books,1,2017-books,5-stars,8-er-nr,adult,alpha-hero,angsty,annoying-female,audible-audiobook,bc,bcm,books,books-2-blog,books-i-want-t-read,books-on-my-kindle,bored,contemporary,currently-own,currently-reading,d-n-f,dark-romance,deleted-from-kindle,did-not-finish,dnf,erotic,erotica,erotica-bsdm,fave-trilogy,favorites,favorites-books,favourite-series,got-bored,hot,hot-hot-hot,kindle,kindle-book,lilly-wilde,marvin-library,melissa,must-read,my-aggies,need-to-read-now,new-adult,no-thank-you,not-reading,now-acquired,over-crying-female,read-but-not-reviewed,repetitive,review-passionate,rich-guy,rich-hero,romance,second-chance,series,series-complete,tbr-list-2015,to-read,too-descriptive,too-long,too-much-inner-dialog,trilogies,trilogy-s,unfinished-serial,untouched-trilogy,wait-for-complete-series,workplace",romance,8577407,Lilly Wilde,4.55,1507,823062.0,Untouched,6.0,301,71,4.57
45041972,['25311260'],Immortal,2015,['eng'],210.0,"When Teyth was but a child, a cruel prince took over his village, building a great granite tower to rule over the folk. Greedy and capricious, the man will be the bane of Teyth's existence as an adult, but as a boy, Teyth is too busy escaping his stepfather to worry about his ruler.
Sold into apprenticeship to the local blacksmith, Teyth finds that what was meant as a punishment is actually his salvation. Cairsten, the smith, and Diarmuid, his adopted son, are kind, and the smithy is the prosperous heart of a thriving village. As Teyth grows in the craft of metalwork, he also grows in love for Diarmuid, the gentle, clever young man who introduces him to smithing.
Their prince wants Diarmuid too. As the tyrant inflicts loss upon loss on Teyth and Diarmuid, Teyth's passion for his craft twists into obsession. By the time Teyth resurfaces from his quest to create immortality, he's nearly lost the love that makes being human worth the pain. Teyth was born to sculpt his emotion into metal, and Diarmuid was born to lead. Together, can they keep their village safe and sustain the love that will make them immortal?","1-get-hold-of,2017-planning,3-mm-cal,301-and-over,_2017-challenge-read,a-kindle-unlimited,abuse,abuse-sexual,action,adult,adventure,amy-lane,angst,angsty,best-book-ever,boyxboy,broke-my-f-cking-heart,calyconmeg,ccc-year-of-holiday-seasonal-fun-ch,challenge,considering,currently-reading,dark,dark-fantasy,dnf,dreamspinner,dreamspinner-press,ebook,ebooks-sent-to-kindle,erotica-bdsm-m-m,family-situations,fantasy,fantasy-fiction,favorites,fiction,first-to-read,friends-to-lovers,gay,gay-romance,great-reads,historical,hurt-comfort,i-will-not-read,in-library-for-later,jk,kindle,kindle-unlimited,kindle-unread-mm,lgbt,lgbtq,library,lost-interest-for-now,low-heat,m-m,m-m-general,m-m-paranormal,m-m-romance,m-m-to-read,magic,maybe,maybe-someday,might-read,mm,mm-paranormal,mm-romance,mm-romance-new-to-organize,mm-to-read,my-books,my-feels,nbrc-just-desserts-challenge,nbrc-needles-n-stitches-a-z-challen,ni,no-hea-or-hfn,no-interest,not-for-me,not-my-cup-of-tea,not-safe-for-me,own-to-read,owned-yuv,paranormal,paranormal-romance,pnr,probably-not,rape,rape-torture-humiliation,retailer-all-romance,review,reviewed,romance,romance-m-m,romance-mm,series,sex-erotic-explicit,title_same-title,to-read,to-read-mm,unknown,wrc-all-in-the-cards-challenge,wrc-going-to-the-movies-disney-styl,year-2011-to-2015","fantasy, paranormal,fiction,history, historical fiction, biography,romance",151973,Amy Lane,4.03,100316,,,,218,59,3.75
25126546,['17927298'],Witches Be Burned,2015,['eng'],225.0,"Nexi Jones has lost her family, she's been stripped of her guardian duties, and she's still learning the ins and outs of white magic. At least she has Kyden, the smoldering hot elite guardian who's been there for her every step of the way. But just as Nexi completes her training, tragedy strikes the Otherworld when a fellow guardian is murdered by a group of rogue vampires. Ready or not, she and Kyden trek into the Earthworld to hunt down a killer--and Nexi alone will be put to the ultimate test.
Although Kyden knows that Nexi must fight her own battles, his guardian instincts are raging as he struggles to keep her close. The ruthlessness of these vampires is like nothing he's ever seen. And at their helm is the Black Witch Astoria, a demon with one burning desire: to shed Nexi's blood in the name of vengeance. What troubles Kyden even more, though, is the warlock who covets Nexi's heart. Let the devil do his worst . . . all Kyden can do is love and protect Nexi until his last breath.","0-owned,1a-aownnly,200-300_pgs,2015-book-challenge,2015-reads,2015_ebook_rc,2015_first_reads_rc,2015_netgally-edelweiss_rc,2015_new_author_reads,2016-challenge,2016-reads,2nd-book-in-series,3-pd,action,adult-fiction,arc,arc-netgalley,arc-reviewed,book-boyfriend,books,contemporary-romance,currently-reading,death,dl,dnf-skipped-through,ebook,ebook-arc,ebooks,fantasy,fantasy-romance,favorites,fiction,for-review,free-it-was-or-almost,goodreads-author,haunted-bookshelf,have,have-not-read,kennedy,kindle,kindle-books,kindle-ebook,kindle-not-loanable,library,m-f,magic,may-release,maybe-someday,mf-p-shifters,mf-p-vampires,mf-p-witches,more,need-to-get,needs-review,net-galley,netgalley,netgalley-arc,ng,nook,owned,owned-e,owned-ebooks,pages-200-250,paranormal,paranormal-heroine,paranormal-romance,paranormal-supernatural,paranormal-urban-fantasty,pnr,pnrm-pnranthologies,power,provided-by-publisher,purchased-arc,read-2015,read-in-2015,revenge,romance,sci-fi-fantasy,series,series-but-stand-alone,shapeshifter,shifters,sp,stacey-kennedy,sub-genre-pnr,take-another-look,tbr,to-read,to-read-own,to-read-owned,to-read-paranormal,tour-books-reviewed,unfinished,untranslated-yet,vampire,vampires,were-and-shifters,werewolves,witch,witches","fantasy, paranormal,fiction,romance",3473046,Stacey Kennedy,4.02,21220,540223.0,Magic & Mayhem,2.0,157,117,3.81
45394407,"['25589963', '25690757']",Forever: A Lobster Kind Of Love,2015,"['en-US', 'eng']",,"When a drunk truck driver claimed Lydia's husband and son, her world shattered. The small town that once embraced her was now her personal hell. She made the decision to leave her hometown of Nazareth, Pennsylvania and move to Eastport, Maine, to start over in the last happy place she ever knew.
When the sea tried to claim Ryan, he was left a broken man. Starting over in a wheelchair was the last thing he expected to do. Ryan was born to be a lobster fisherman, not a buoy. When Lydia became his home care nurse, he never expected her to be the light at the end of his tunnel.
Will their broken hearts survive a second chance or will they remain locked in their cages?
Lobsters mate for life. Lobster love is forever.","0-ebook-ya,2015-read,akindle-edition,alpha-romance,amazon-unlimited,arc,autographed-copy,bh-proyectos-seguros,blog-tour,book-tour-review,books,cat-s-guilty-pleasure,contemporary,contemporary-romance,could-not-connect,disability,disability-illness-wounded,dnf,dr-emt-nurse-counselor,dual-pov,favorites,found-love-again,free,freebie,freebie-owned,freebie-owned-to-read,get-it-off-my-kindle,giveaway-add,hot-sexy-men,interested-in-reading,kindle,kindle-6,kindle-owned,maya-s-review,my-books-k,need,only-in-paperback,owned,owned-to-read,paralysis-sci,previewed-not-for-me,pwd,read-next-on-kindle,reading-to-review,reviews,romance,second-chances,steamy-and-or-erotic,thc-reading-challenge,to-read,to-read-bought,to-read-maybe-later,tragic-past,up-coming-reads,ya","romance,young-adult",13660720,Jody Pardo,4.33,504,,,,143,77,4.29
46149435,['26197457'],Bobby's Old Man,2015,['en-CA'],176.0,"Keith Anderson believes he's caught in gay hell - almost forty and too old for love. Bobby Michaels disagrees and thinks Keith is just right for him.
Keith Anderson is in love with Bobby Michaels. Unfortunately, Keith with their fifteen year age difference thinks he's too old for Bobby. The two start as 'friends with benefits' but Keith dumps Bobby when it turns serious leaving Bobby brokenhearted.
When tragedy strikes and Bobby needs Keith, he steps up to support his lover. But Bobby lacks trust in Keith and everything around him. Can Keith convince Bobby that this time is for real, or will the two lovers never reconcile?","01-feb-mar-ult-bonus,01-feb-ult,07-2016,100-200pg,2er,ac-katt,age-difference,age-gap,allromance,amazon-recommendations,are,besties,calibre,comtemporary,construction,contemporary,contemporary-mm,currently-reading,cute-series,daddy,dnf,ebook,ebooks,family-kids,from-are,gay,gayrom,hurt-comfort,in-dropbox,ink-rainbow-reads,leaning-to-yes,m-m,m-m-books-i-own,m-m-contemporary,m-m-love,m-m-to-be-read,may-september,mlr-press,mm,mm-character-a,mm-character-b,mm-character-k,mm-character-m,mm-club,mm-contemporary,mm-ebooks-i-own-2,mm-etal-tbr,mm-pgs-100-199,mm-romance,mm-secretly-loved-or-lusted,need,need-to-buy,next-in-queue,not-my-style-see-friends-reviews,one-of-my-favorites-authors,own-are,professionals,pub-2015,put-on-list,read-glbt,read-in-2016,romance,romance-contemp,romance-contemporary,second-chance,series,series-books,spellapolooza-2017,steamy,tbr,tbr-have,tear-jerker,to-read,to-read-mm,to-read-mm-kr,to-read-mm-romance,to-read-owned-mm,to-transfer,tragedy,want-to-read-own,work,yaoi-age-gap,zz-to-buy-over5,zz-to-buy-zover5-mm,差距大的年上,没意思",romance,2893673,A.C. Katt,3.83,4665,815521.0,The Sunset Club,5.0,129,11,4.0
44715898,['25038798'],Dearest Stepbrother: Twin Soldiers #2,2015,['eng'],,"Eden didn't know her twin stepbrothers, Elliot and Zane very well. Growing up together since she was ten, the older boys relentlessly teased her, finally leaving home to join the Army when she was seventeen.
When Eden was nineteen, the twins returned home completely different from the boys they'd been when they left home. They ignored Eden after returning, most of the time not noticing when she was in the room.
On a drunken night out, Eden forgot her key to get back into the house and decided to knock on Elliot's window to get back inside. She expected him to be angry because she woke him...she knew he'd laugh because she was caught sneaking out. But what she didn't know was how her stepbrother felt about her. An innocent mistake leads to a night of discovery about herself and her stepbrother.
Will Eden be able to resist her stepbrother? Will Elliot be able to show Eden all the things she'd been missing by not having him in her life?
Dearest Stepbrother: Twin Soldiers 2 is the second book in a four part series. Recommended for readers 18 years and older.","1-read,2015-a-z-author-title-challenge,3-star-smut-but-needed-more,adult-alternative-lifestyles,adult-fiction,adult-national-stories,anything-goes-sex,bc,brother-hotties,cliffhanger,committed-triad-relationship,contemporary-romances,currently-reading,dirty-talking-hero,fiction,gedownload,kindle-book,kindle-books-read,kindle-unlimited,kinkaliscious,m-f-m,menage,menage-x-2,military-hero,military-heroes,military-law-enforcement,military-security,new-author,novella,olivia-hawthorne,romance,series,short-smut,short-sweet-romances,smexy,soldier-hero,step,step-brother,step-siblings,stepbro-ya,stepbrother,to-read,twin-hero-s,twin-soldiers,twins,unlimited","fiction,romance",13220432,Olivia Hawthorne,4.0,17534,804066.0,Dearest Stepbrother: Twin Soldiers,5.0,111,5,4.05
44832016,"['25134585', '25098683']",Red Hot Lovers,2015,['eng'],,"Eighteen NYT, USA Today, and top-selling authors have banded together to bring you 18 beautifully romantic, heart-pounding stories of love, passion, and thrilling suspense.
These 18 sexy, sweet menwill go to the ends of the Earth to win their ladies' hearts, but will these lovers emerge unbroken?
From first kisses to dangerous encounters and second chances at love, we've gathered all 18 wonderful stories in one big box.This heart-pounding collection is filled with confident, sexy, and sweet men you'll fall madly in love with.
Click now to get this special box set of best-selling books before it's gone forever!
Milly Taiden -Their Second Chance-Nick lost the woman he loved to the heartbreak of infertility. One locked door will either leave them broken forever or back together.
Deanna Roy-Forever Sheltered-A doctor with a secret falls for the unorthodox art therapist at the hospital where he works, sparking a love affair that could destroy both their careers.
V. M. Black-Kiss of Memory-Will has spent his adult life locked in a Victorian sanitarium because he suffers from seizures, but a mysterious baroness offers him a bargain he can't refuse.
Cora Seton-The Cowgirl Ropes a Billionaire-Bella needs money fast, so she enters the reality show, Can You Beat a Billionaire. If she loses, she'll have to marry him.
Blair Babylon-What A Girl Wants: Rhiannon- Brand-new back-up singer in the rock band Killer Valentine, cannot fall in love with any of the band members. Really. She must not. Really.
Zoe York-Beyond Love and Hate-Tall, dark, handsome, and totally infuriating. Beth can't stop thinking about her new colleague. But Finn isn't the guy for her, and they both know it.
Olivia Rigal-Ripped-Lyv wants a life far from her dysfunctional family and their diner. What she gets is an absent rock-star baby daddy and one helluva choice to make.
Daisy Prescott-Ready to Fall-Falling in love is the last thing on John's mind when Diane, a beautiful brunette with her own messy past, moves next door.
Lacey Silks-My First, My Last-Pierced, tattooed and hot as hell, Adrian steps back into Mia's life after 20 years. Mature. More experienced. Intent on reclaiming his first love.
Chrystalla Thoma-Azure-On vacation in Greece, Olivia meets sexy and enigmatic Kai, but Kai belongs to the sea, and the sea won't let him go, unless Olivia breaks the curse before it's too late.
Holly Hood-Wicked Little Sins-The more wicked the sin, the deadlier it can be. Home for the funeral of their mother, four siblings unearth more than they bargained for.
Danielle Bourdon-The Royal Elite- Ahsan-Sheikh Ahsan Afshar, an arrogant, seductive rogue, falls for a woman whose deadly secrets could tear them apart.
Olivia Hardin-All for Hope-Brennan didn't want to be the love of Hope's life. He wasn't the man she needed. But sometimes the safest distance between two hearts is none at all.
S.J. Mayer-High Risk Love-Risking it all for the one who could shatter her heart completely? Bad idea. Yet Jasmine can't stay away from Jet any more than he can from her.","0-collaborations,2015-curvy-heroine-reading-challeng,2015-reading-challenge,2nd-moon,51-130-pages,adult,amazon,anthologies,anthology,anthology-folder,anthology-omnibus,anthology-want-to-read,arc,author-provided,books,books-in-sets,box-set,box-sets,boxed-set,bundle,bundles,bx-red-hot-lovers,collections,comptr-nook,contemporary,contemporary-romance,currently-reading,doctors-nurses-medical,dropbox,e-book,e-books-to-read,ebook,ebooks-kobo,epub,erotic-romance-erotica,favorite-books,fiction,finished,historical-pnr-uf-fantasy,ibooks,ipad,kindle,kindle-library,kindle-not-loanable,milly-taiden,mixed-boxed-sets,multiple-authors,music-musicians,new-adult,no-thanks,on-nook,own-kindle,own-need-to-read,owned,owned-but-unread-yet,owned-ebook-romances,owned-ebooks,paused,pnr-uf,purchased,review-requests,romance,romantic-suspense,saved-for-later,series,series-but-stand-alone,short-stories,stand-alone,taiden-milly,tjek,to-read,to-read-owned,to-read-wish-list,waiting-to-be-read","fantasy, paranormal,fiction,history, historical fiction, biography,romance",6521898,Milly Taiden,4.06,83978,836451.0,The Cowboys of Chance Creek,17.0,108,40,4.4
42452699,"['22883535', '25555998']",All Things Rise,2015,['eng'],264.0,"Lesbian FF&P -- Cole rescues Ava, a pilot from the Cloud City of Easton who crash-lands near her farm, setting in motion events that will alter the course of her life. It's a hundred years after peak oil and the rich have risen above the Earth, inhabiting great Cloud Cities, while those left behind live a rural existence, off the grid. After suffering a vicious attack, Cole is transported to the Cloud City of Easton for emergency surgery. While recuperating and adrift in the unfamiliar social landscape of Easton, Cole begins a journey of discovery. When she meets Audrey, a beautiful doctor, the attraction they share is penetrating and possibly life altering. Explosions, staged by a ruthless underground movement, nearly bring Easton to the brink of collapse. The crisis that rocks the city forces Cole and Audrey to weigh what truly holds meaning and what each is willing to sacrifice for love.","a,action-adventure,angst,aow_books,apocalyptic-or-post-apocalyptic,arc-first-reads,arcs,at-library-book,authors-i-have-not-read,bella,bittersweet,bold-strokes,bold-strokes-books,books-read-in-2015,butch-fem,crossing-cultures,currently-reading,dystopia,dystopian,ebook,exploration-without-warfare,f-f,f-f-bsb-romance,f-f-sf,fantasy,fantasy-f-f,fantasy-syfy,farmer-rancher-vinter,ff,ff-released-in-2011-till-2015,ff-romance,ff-series,fiction-science-fiction,format-kindle,futuristic,i-wanted-to-finish-it,inter-library-loan,kq,l,l-books,lesbian,lesbian-action,lesbian-fiction-unread,lesbian-protagonist,lesfic,lgbt,lgbt-ch,lgbt-sff,lgbtia,lgbtq,lgbtq-author,lgbtq-scifi,lgbtqetc,lgbtqia-plus,medics-nurses-doctors-shrinks,mm,mt-tbr-2016,must-read,netgalley,ng_reviews,opposites-attract,other-list,own-kindle,own-lesbian-fiction,own-voices,player-reputation,post-apocalyptic,protagonist-lgbtqa,queer-lit,queer_characters,read-harder-book-challenge-2016,read-in-2015,read_2015,rich-girl-poor-girl,romance,romantic,rushed-endings,sci-fi,science-fiction,scifi,scifi-dystopian,scifi-fantasy,scififantasy,series-next,sff,syfy,the-l-word,to-read,to-read-fiction,to-read-queer,to-read-scifi-fantasy,to-read2","fantasy, paranormal,fiction,romance",8433400,Missouri Vaun,3.89,429,835328.0,Return to Earth,4.0,78,15,3.8
